HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.time.1,Answer.time.10,Answer.time.2,Answer.time.3,Answer.time.4,Answer.time.5,Answer.time.6,Answer.time.7,Answer.time.8,Answer.time.9,Approve,Reject
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3R08VXYT7OCIB8U7Y9Q2ENVUF4M7W1,A10LO6SNR1DVC6,Approved,Wed Nov 16 09:07:11 PST 2022,Wed Nov 16 09:10:00 PST 2022,Sat Nov 19 09:10:00 PST 2022,Sat Nov 19 09:10:20 PST 2022,,,169,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3PQMUDRV73NXZXRYSJQK4LCVCW7IIG,A10NDRBWGT78R2,Approved,Sat Nov 05 18:42:43 PDT 2022,Sat Nov 05 18:49:35 PDT 2022,Tue Nov 08 17:49:35 PST 2022,Tue Nov 08 17:49:54 PST 2022,,,412,100% (2/2),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3JC6VJ2SAN06HRDL9BFDYEK7S4T5AO,A10OGH5CQBXL5N,Approved,Wed Oct 26 21:21:47 PDT 2022,Wed Oct 26 21:22:55 PDT 2022,Sat Oct 29 21:22:55 PDT 2022,Sat Oct 29 21:23:27 PDT 2022,,,68,100% (2/2),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,39OWYR0EPW8ZF64DVT62NCTRPXBYFW,A10Q81TH4PLNY1,Approved,Mon Nov 21 06:47:31 PST 2022,Mon Nov 21 06:47:56 PST 2022,Thu Nov 24 06:47:56 PST 2022,Thu Nov 24 06:48:52 PST 2022,,,25,100% (1/1),100% (1/1),100% (1/1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3JZQSN0I32RZTFJD1NKWGCMNKVLFG3,A10U543BX0LX11,Approved,Sat Nov 19 10:27:48 PST 2022,Sat Nov 19 10:27:56 PST 2022,Tue Nov 22 10:27:56 PST 2022,Tue Nov 22 10:28:29 PST 2022,,,8,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,32AT8R96GXQR22PURC9CRQ6TF38USW,A10UPN4TG9KM1Z,Approved,Wed Nov 02 16:46:09 PDT 2022,Wed Nov 02 16:46:44 PDT 2022,Sat Nov 05 16:46:44 PDT 2022,Sat Nov 05 16:47:04 PDT 2022,,,35,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3OB0CAO74T6JT2VJQJU2QX54748HYJ,A10WZ8GK49KCJ1,Submitted,Tue Nov 29 13:32:42 PST 2022,Tue Nov 29 13:33:36 PST 2022,Fri Dec 02 13:33:36 PST 2022,,,,54,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,30ZX6P7VFKCPJNX2LYQST6KEYNIJ2F,A10ZAEKE4N2GA,Approved,Thu Oct 27 21:25:40 PDT 2022,Thu Oct 27 21:25:53 PDT 2022,Sun Oct 30 21:25:53 PDT 2022,Sun Oct 30 21:26:01 PDT 2022,,,13,100% (1/1),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3LRLIPTPE2Q9ZAYOGYJJ033PPWEKAI,A111QMTUIOWX87,Approved,Thu Oct 27 08:12:44 PDT 2022,Thu Oct 27 08:13:02 PDT 2022,Sun Oct 30 08:13:02 PDT 2022,Sun Oct 30 08:13:55 PDT 2022,,,18,100% (1/1),0% (0/0),0% (0/0),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3M81GAB8AC00TN1BZH3CR0Z48HCBQD,A113V5QEAZ3MIG,Approved,Sun Nov 06 01:42:03 PST 2022,Sun Nov 06 02:00:02 PST 2022,Wed Nov 09 02:00:02 PST 2022,Wed Nov 09 02:00:07 PST 2022,,,1079,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3ON104KXQWDLSLCOWBSVBBBKPWL4WS,A116HAUK5AKZGG,Approved,Sun Nov 20 15:58:46 PST 2022,Sun Nov 20 15:59:00 PST 2022,Wed Nov 23 15:59:00 PST 2022,Wed Nov 23 15:59:45 PST 2022,,,14,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3RU7GD8VP0AEAXHYAQAIHKJU7FPPSQ,A117VZ2MD7KNAI,Approved,Mon Nov 07 05:04:48 PST 2022,Mon Nov 07 05:05:47 PST 2022,Thu Nov 10 05:05:47 PST 2022,Thu Nov 10 05:06:26 PST 2022,,,59,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3PS7W85Z8BJUXAE6I1JB5ZF12YQ9TF,A11FQAWT1DY3JA,Approved,Fri Oct 28 10:47:14 PDT 2022,Fri Oct 28 10:51:14 PDT 2022,Mon Oct 31 10:51:14 PDT 2022,Mon Oct 31 10:51:15 PDT 2022,,,240,100% (1/1),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3JV9LGBJW5VTZSW60Q3M36V1EGRGOB,A11FWNDE9KSNCU,Submitted,Mon Nov 28 06:33:05 PST 2022,Mon Nov 28 06:33:09 PST 2022,Thu Dec 01 06:33:09 PST 2022,,,,4,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3VELCLL3GW02P0TAJ4ZT9PIHJVUF1A,A11GTFFEUBB2L4,Approved,Thu Nov 24 01:47:39 PST 2022,Thu Nov 24 01:51:39 PST 2022,Sun Nov 27 01:51:39 PST 2022,Sun Nov 27 01:51:51 PST 2022,,,240,100% (1/1),100% (1/1),100% (1/1),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,358010RM5QAZBY0TQCP4MKP46G0XVT,A11I5KLO2Z32DJ,Approved,Thu Oct 27 10:36:18 PDT 2022,Thu Oct 27 10:36:26 PDT 2022,Sun Oct 30 10:36:26 PDT 2022,Sun Oct 30 10:36:56 PDT 2022,,,8,100% (2/2),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3NXNZ5RS1ME7ZCHZ5YGA03NJI3W797,A11IK7U9OVJHC0,Approved,Mon Nov 21 19:42:51 PST 2022,Mon Nov 21 19:43:21 PST 2022,Thu Nov 24 19:43:21 PST 2022,Thu Nov 24 19:44:04 PST 2022,,,30,100% (1/1),100% (1/1),100% (1/1),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3R5F3LQFVE1TQ9RBQIRBODB7OFGOZK,A11JGMLOFFPV65,Approved,Thu Nov 24 10:32:42 PST 2022,Thu Nov 24 10:32:49 PST 2022,Sun Nov 27 10:32:49 PST 2022,Sun Nov 27 10:33:01 PST 2022,,,7,100% (1/1),100% (1/1),100% (1/1),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3H0W84IWBWJYCRSVMNU2XYFUA1YERT,A11ULPOQSBEXKE,Approved,Sat Nov 19 00:49:34 PST 2022,Sat Nov 19 00:50:37 PST 2022,Tue Nov 22 00:50:37 PST 2022,Tue Nov 22 00:51:26 PST 2022,,,63,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3S96KQ6I9YL600RNUHODRVYRXCODT9,A11WLTSW9DVWDZ,Approved,Mon Nov 14 23:39:10 PST 2022,Mon Nov 14 23:41:23 PST 2022,Thu Nov 17 23:41:23 PST 2022,Thu Nov 17 23:41:26 PST 2022,,,133,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3SBEHTYCWZKJPX63W1CNQ96J7MDIYD,A122RVMKJKRHFH,Submitted,Wed Nov 30 03:15:40 PST 2022,Wed Nov 30 03:15:48 PST 2022,Sat Dec 03 03:15:48 PST 2022,,,,8,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3DZQRBDBSXW738CBCSDB4HGT0ELS3T,A1243DOY00G1QZ,Approved,Wed Oct 26 23:08:28 PDT 2022,Thu Oct 27 01:43:26 PDT 2022,Sun Oct 30 01:43:26 PDT 2022,Sun Oct 30 01:43:38 PDT 2022,,,9298,100% (2/2),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
